nama_makanan,gambar,kalori,karbohidrat,protein,harga,level_harga,tipe_diet,cluster
Kokosan,https://cms.sehatq.com/public/img/article_img/buah-kokosan-dan-duku-satu-keluarga-tapi-beda-rasa-1595398922.jpg,86.0,13.0,1.6,5000.0,Murah,Normal,0
Kool Kembang,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/11/17/8b6436f9-8344-48fd-9171-b066c4191f94.jpg,25.0,4.9,2.4,5000.0,Murah,Keto,0
Kool Merah kool putih,https://res.cloudinary.com/dk0z4ums3/image/upload/v1627875002/attached_image/walau-bikin-perut-kembung-manfat-kol-ternyata-banyak-lho.jpg,24.0,5.3,1.4,6000.0,Murah,Normal,0
Koya,https://cf.shopee.co.id/file/25e9b3e3d818ae999bd0736ff56ca58b,366.0,77.5,4.2,33000.0,Premium,Normal,1
Kripik Tempe Goreng ,https://asset.kompas.com/crops/NvawKpjCGV6FrehArD0C-OBjYSI=/3x0:700x465/750x500/data/photo/2020/12/01/5fc629934653a.jpg,542.0,11.5,40.3,30000.0,Mahal,Vegan,1
Krokot,https://www.greeners.co/wp-content/uploads/2020/09/Krokot-Tanaman-Gulma-dengan-Segudang-Khasiat-2.jpg,21.0,3.8,1.7,7000.0,Murah,Keto,0
Kucai,https://img-cdn.medkomtek.com/0sG2Fssyrmn9bdgy08HRVYdJE6U=/0x0/smart/filters:quality(75):strip_icc():format(webp)/article/APtPHT6GJD825hl5oB-p_/original/070454600_1570675713-Sejuta-Manfaat-Daun-Kucai-yang-Jarang-Diketahui-Orang-By-K321-Shutterstock_1100191607.jpg,45.0,10.3,2.2,7000.0,Murah,Normal,0
Kue ali,https://awsimages.detik.net.id/community/media/visual/2022/06/21/resep-kue-cincin_43.jpeg?w=1200,440.0,64.5,3.8,29000.0,Mahal,Normal,1
Kue Apem ,https://cdn0-production-images-kly.akamaized.net/1vXhapwViv08dtFYbhhKKEfqiJ0=/0x542:4608x3139/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3479555/original/004272600_1623394884-shutterstock_1952418853.jpg,186.7,39.6,1.6,18000.0,Normal,Normal,2
Kue bangket,https://asset.kompas.com/crops/1zdz3_jE_GfEVcRZKtgL2GokVrA=/0x0:1000x667/750x500/data/photo/2023/02/24/63f805fb8890f.jpeg,338.0,80.3,1.5,34000.0,Premium,Normal,1
Kue Bugis ,https://asset.kompas.com/crops/hHVyMg5BiDHITqTbKdbpz1Un4_c=/0x0:1000x667/750x500/data/photo/2022/06/21/62b109f77f78c.jpeg,240.0,54.0,1.0,17000.0,Normal,Normal,2
Kue jahe,https://kurio-img.kurioapps.com/21/07/21/7ff9c395-9dea-492e-b3a0-ec9c7287dc04.jpe,425.0,84.6,1.6,21000.0,Mahal,Normal,1
Kue kelapa,https://assets.suaramerdeka.com/crop/0x0:0x0/750x500/webp/photo/2023/01/03/3184254010.png,591.0,47.5,5.6,38000.0,Premium,Normal,1
Kue Koya ,https://media.karousell.com/media/photos/products/2018/08/23/koya_kacang_suuk_asli_bandung_1535029115_863b9a71_progressive.jpg,366.0,7.9,4.2,37000.0,Premium,Normal,1
Kue lumpur,https://img.kurio.network/u_ismzhaT5An97OjUr0AzVYEjCE=/1200x900/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/21/eec4bac2-8193-41bd-b249-22a4afc28519.jpe,291.0,44.1,3.6,15000.0,Normal,Normal,2
Kue mangkok ,https://asset.kompas.com/crops/EUNcgQqWtMLzjyycRK-jWqJPg5Q=/3x0:700x465/750x500/data/photo/2021/01/13/5ffe348f5e49a.jpg,182.0,40.4,1.0,14000.0,Normal,Normal,2
Kue Pacar Cina ,https://asset.kompas.com/crops/jkimxsmqIcyNJ_UjeHGJML9sT_4=/0x0:698x465/750x500/data/photo/2021/02/20/603069ab80f59.jpg,126.7,57.3,0.7,10000.0,Normal,Normal,2
Kue Pia ,https://www.resepkuerenyah.com/wp-content/uploads/2015/05/Resep-Kue-Pia-Kacang-Hijau.jpg,296.0,66.4,1.4,19000.0,Normal,Normal,2
Kue putu cangkir,https://i.ytimg.com/vi/GH8hVDZ3AZA/maxresdefault.jpg,304.0,54.9,5.3,28000.0,Mahal,Normal,1
Kue putu singkong,https://asset.kompas.com/crops/4HYsevQAK_PJOcsTRt4Tl0vo4YI=/0x0:1000x667/750x500/data/photo/2021/06/10/60c19ee3dbc24.jpg,217.0,53.2,1.2,14000.0,Normal,Normal,2
Kue Satu ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kue_satu_2.JPG/640px-Kue_satu_2.JPG,393.3,79.3,2.7,38000.0,Premium,Normal,1
Kue Semprong ,https://asset.kompas.com/crops/jT3TeOZw6jjDRXgh1-P9Yrz0enI=/0x0:1000x667/750x500/data/photo/2022/01/21/61ea314112848.jpg,380.0,92.0,1.0,39000.0,Premium,Normal,1
Kue sus,https://statics.indozone.news/local/63abe8c5a2d3e.jpg,221.0,24.8,7.5,10000.0,Normal,Normal,2
"Kue Talam ,""https://cdn.yummy.co.id/content-images/images/20220319/ZDxMHnPOfZAq6tXHCLa9WsgeVwHh5Wb2-31363437363439303336d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"",180,32,5,12000,Normal,Normal",,,,,,,,0
Kue Tambang ,https://asset.kompas.com/crops/x2yGurVUxpP-COxvvOjVx2P7lL0=/100x67:900x600/750x500/data/photo/2022/04/14/62578f6fbc8b8.jpg,512.0,60.4,26.0,21000.0,Mahal,Normal,1
Kue thipan,https://asset.kompas.com/crops/fXb2bs6UVUJNODIGbh7aFfAzUE4=/41x33:950x639/750x500/data/photo/2021/03/05/6041b846aa175.jpg,247.0,49.5,2.9,18000.0,Normal,Normal,2
Kundur segar,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/7/19/0136f82a-7e5d-4239-a821-5d104134e2bf.jpg,22.0,4.7,0.4,6000.0,Murah,Keto,0
Kura-kura,https://image-cdn.medkomtek.com/KZBBktqticgNUpCCeJzeVrcDKGg=/673x379/smart/klikdokter-media-buckets/medias/2312546/original/004647900_1581575442-Daging-Penyu-Shutterstock_443050405.jpg,83.0,0.0,19.1,7000.0,Murah,Keto,2
Kwaci,https://lzd-img-global.slatic.net/g/p/38df63d32f7205e9f443bd8cac8ef122.jpg_720x720q80.jpg_.webp,515.0,13.8,30.6,27000.0,Mahal,Normal,1
Labu kuning segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/15/8459499c-3699-48fc-99e9-68c2b3dd27d6.jpg?ect=4g,51.0,10.0,1.7,6000.0,Murah,Normal,0
Labu Siam,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2023/05/27/3705926699.jpg,26.0,6.7,0.6,9000.0,Murah,Normal,0
Labu waluh segar,https://media.istockphoto.com/id/1276814339/id/foto/irisan-mentah-segar-butternut-squash-di-papan-kayu-tampilan-atas-ke-bawah.jpg?s=612x612&w=0&k=20&c=zCYDW2KS0xuVGjq4k-_AwwkZnCQxapWuuWovVhJvqKA=,32.0,6.6,1.1,9000.0,Murah,Normal,0
Laksa ,https://asset.kompas.com/crops/cmvexYXhxB1oyebUTtLncpQTxNE=/256x116:1280x798/750x500/data/photo/2022/10/11/63455e3290f0e.jpg,166.3,29.5,2.7,16000.0,Normal,Normal,2
Langsat,https://st4.depositphotos.com/12727742/21449/i/450/depositphotos_214494426-stock-photo-lanzones-fruit-on-white-isolated.jpg,56.0,14.3,0.9,5000.0,Murah,Normal,0
Lapis legit,https://kurio-img.kurioapps.com/21/03/03/fba953f2-c456-49e3-bec5-7adc1cbfd5a6.jpe,389.0,55.5,6.6,39000.0,Premium,Normal,1
Lemon Squasih,https://i0.wp.com/blog.duniamasak.com/wp-content/uploads/Manfaat-dari-Citrus-Squash.jpg?fit=900%2C520&ssl=1,36.0,10.0,0.0,7000.0,Murah,Normal,0
Lemonade,https://awsimages.detik.net.id/community/media/visual/2020/12/11/lemonade.jpeg?w=700&q=90,30.0,8.0,0.0,8000.0,Murah,Normal,0
Lemper ,https://awsimages.detik.net.id/community/media/visual/2022/03/30/resep-lemper-ayam_43.jpeg?w=1200,221.3,43.4,3.8,13000.0,Normal,Normal,2
Lempog durian,https://www.wowkeren.com/display/images/photo/2019/11/01/00281112s7.jpg,320.0,63.7,3.5,28000.0,Mahal,Normal,1
Leupeut Ketan ,https://sweetrip.id/wp-content/uploads/2021/05/171584083_119493940234318_4941248120678130162_n.jpg,240.0,51.3,7.8,12000.0,Normal,Normal,2
Lobak,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/09/29035721/Kandungan-Nutrisi-pada-Lobak-Putih-yang-Baik-bagi-Kesehatan.jpg,19.0,4.2,0.9,10000.0,Normal,Keto,0
Lopis ,https://img-global.cpcdn.com/recipes/08285e540251b661/680x482cq70/lupislopis-ketan-pandan-ala-chef-muhammad-foto-resep-utama.jpg,163.3,33.0,2.8,15000.0,Normal,Normal,2
Lupis ketan,https://asset.kompas.com/crops/TRFlnZa303pT0iwa7gkId4MCWSA=/0x54:1000x720/750x500/data/photo/2020/06/24/5ef30e98cb1e8.jpg,164.0,34.5,1.8,18000.0,Normal,Normal,2
Madu,https://asset.kompas.com/crops/xLLMihh3EZy1CwtkPn_4DGDwe9A=/0x8:1000x675/750x500/data/photo/2020/11/12/5facc84db5083.jpg,294.0,79.5,0.3,19000.0,Normal,Normal,2
Makaroni,https://img.freepik.com/free-photo/horizontal-view-butterfly-uncooked-pastas-brown-bowl-mixed-color-table-high-resolution-photo_140725-86866.jpg?w=1060&t=st=1684233335~exp=1684233935~hmac=5e53a5f2f8d8db6b49b05831a1ffda6004b9b1fc696423217781874c3ef92e9c,363.0,78.7,8.7,29000.0,Mahal,Normal,1
Mangga Harum Manis,https://www.rumahtanaman.com/wp-content/uploads/2018/01/Slide8.jpg,46.0,11.9,0.4,5000.0,Murah,Normal,0
Manggis,https://res.cloudinary.com/dk0z4ums3/image/upload/v1645702972/attached_image/manfaat-buah-manggis-untuk-kesehatan-yang-sayang-dilewatkan.jpg,63.0,15.6,0.6,10000.0,Normal,Normal,0
Markisa segar,https://sc04.alicdn.com/kf/U9a58688525d24e25a10c656a5b19874cy.jpg,144.0,29.8,3.5,15000.0,Normal,Normal,2
Martabak  manis,https://tasteofnusa.com/wp-content/uploads/2022/03/martabak-manis-12-720x720.jpg,265.3,49.3,4.7,17000.0,Normal,Normal,2
Martabak Telur ,https://www.masakapahariini.com/wp-content/uploads/2020/10/Martabak-Telor-Bayam.jpg,200.0,29.5,8.9,17000.0,Normal,Normal,2
Masekat,https://img-global.cpcdn.com/recipes/af253cf910c76d69/1200x630cq70/photo.jpg,369.0,74.1,2.1,20000.0,Normal,Normal,2
Matoa segar,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/9/ac2bbe27-dd14-46dc-947f-98a9b16b0be6.jpg,90.0,21.1,1.2,6000.0,Murah,Normal,0
Melase,https://s0.bukalapak.com/img/57164672241/large/data.jpeg,276.0,71.0,0.0,19000.0,Normal,Normal,2
Menteng,https://cdn.idntimes.com/content-images/community/2019/06/img-20190616-231022-b1184a09c11ecdd83465d09708483513_600x400.jpg,65.0,16.1,1.7,7000.0,Murah,Normal,0
Mi basah,https://lzd-img-global.slatic.net/g/ff/kf/S32cbc99669db47d09a0603d5b5340a676.jpg_720x720q80.jpg_.webp,88.0,14.0,0.6,5000.0,Murah,Normal,0
Mi golosor,https://img.okezone.com/content/2021/04/18/301/2396626/mie-glosor-takjil-khas-bogor-yang-cuma-bisa-dicicipi-saat-ramadan-nC8fwT950l.jpg,71.0,15.9,0.2,6000.0,Murah,Normal,0
Mi kering,https://www.basoyen.com/wp-content/uploads/2020/07/markus-winkler-57EDibTULBw-unsplash-600x600.jpg,339.0,6.3,10.0,28000.0,Mahal,Normal,2
Mie aceh rebus,https://resepkoki.id/wp-content/uploads/2021/03/Resep-Mie-Aceh.jpg,113.0,18.1,3.0,18000.0,Normal,Normal,2
Mie ayam,https://awsimages.detik.net.id/community/media/visual/2022/10/12/resep-mie-ayam-kecap_43.jpeg?w=1200,102.0,10.5,6.2,16000.0,Normal,Normal,2
Mie bakso,https://upload.wikimedia.org/wikipedia/commons/a/a9/Indonesian_bakso%2C_with_noodle_and_bean_sprouts%2C_April_2018_%2803%29.jpg,114.0,16.4,5.3,10000.0,Normal,Normal,2
Mie Bendo,https://img-global.cpcdn.com/recipes/bdd43198a013a918/680x482cq70/mie-lethekmie-bendo-goreng-foto-resep-utama.jpg,353.0,88.0,0.3,40000.0,Premium,Normal,1
Mie celon,https://nilaigizi.com/assets/images/produk/produk_1538367850.jpg,102.0,17.8,3.0,12000.0,Normal,Normal,2
Mie Goreng ,https://kbu-cdn.com/dk/wp-content/uploads/mie-goreng-korea.jpg,468.0,62.4,7.6,40000.0,Premium,Normal,1
Mie kering,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/10/13/1236905540.jpg,337.0,50.0,7.9,24000.0,Mahal,Normal,1
Mie pangsit basah,https://sweetrip.id/wp-content/uploads/2020/08/bakmisibos_116436440_1141684466204653_5039711773118966116_n.jpg,105.0,9.4,5.9,14000.0,Normal,Normal,2
Mie Sagu,https://o-cdn-cas.sirclocdn.com/parenting/images/mie_sagu_goreng.width-800.format-webp.webp,190.0,46.5,0.2,12000.0,Normal,Normal,2
Misoa,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/01/Resep-Misoa-goreng.jpg?fit=1896%2C1920&ssl=1,345.0,78.0,8.5,28000.0,Mahal,Normal,1
Misro ,https://resepkoki.id/wp-content/uploads/2016/03/Resep-Misro.jpg,218.0,50.2,0.8,11000.0,Normal,Normal,2
Moon tahu,https://asset.kompas.com/crops/6euVEo-wAGx89LIBbuVHsBls00g=/3x0:700x465/750x500/data/photo/2021/02/26/60389a2ca08d2.jpg,128.0,1.3,8.0,15000.0,Normal,Keto,2
Mostarda metan -sawi,https://1.bp.blogspot.com/-Z49IVx92C3Q/YPTZ76m0s4I/AAAAAAAAE7A/YqyhcefD4AsQ1AuLNA-G-fEMDUUKjKJ1gCLcBGAsYHQ/s1200/mostarda-planta-1200x900.jpg,33.0,4.7,2.3,10000.0,Normal,Keto,0
Mujahir acar kuning masakan,https://img-global.cpcdn.com/recipes/8bebe8ed6c7b4f07/680x482cq70/ikan-mujair-acar-kuning-foto-resep-utama.jpg,330.0,12.1,17.8,40000.0,Premium,Normal,1
Nanas,https://awsimages.detik.net.id/community/media/visual/2022/07/04/diet-nanas-bikin-bb-turun-1-kg-seminggu-apa-aman-untuk-kesehatan-3.jpeg?w=682,52.0,13.7,0.4,10000.0,Normal,Normal,0
Nasi,https://asset.kompas.com/crops/V8z5REsWvqpu4CxKPWl_Ukg7CNI=/151x100:1349x898/780x390/data/photo/2022/01/08/61d9973b79cbd.jpg,180.0,39.8,3.0,17000.0,Normal,Normal,2
Nasi beras merah,https://www.masakapahariini.com/wp-content/uploads/2019/11/nasi-tim-beras-merah.jpg,149.0,32.5,2.8,15000.0,Normal,Normal,2
Nasi Goreng ,https://asset.kompas.com/crops/2RnTJZK6E9ABjS_1qmItNjI1hls=/0x0:5760x3840/750x500/data/photo/2023/02/14/63eb12fb840da.jpg,276.0,30.2,3.2,13000.0,Normal,Normal,2
Nasi gurih,https://www.frisianflag.com/storage/app/media/uploaded-files/nasi-uduk-betawi.jpg,190.0,26.0,4.7,20000.0,Normal,Normal,2
Nasi jagung,https://tokohinspiratif.id/wp-content/uploads/2019/03/WhatsApp-Image-2019-03-25-at-16.10.19-1280x640.jpeg,357.0,79.5,8.8,31000.0,Premium,Normal,1
Nasi rames,https://o-cdn-cas.sirclocdn.com/parenting/images/nasi-rames.width-800.format-webp.webp,155.0,19.1,10.3,11000.0,Normal,Normal,2
Nasi tim,https://www.masakapahariini.com/wp-content/uploads/2022/08/cara-membuat-nasi-tim-ayam-sayuran-mpasi.jpg,120.0,26.0,2.4,16000.0,Normal,Normal,2
Nasi Uduk ,https://img.kurio.network/P1Obhh7cenTadrAZ6Hc_XPjaVws=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/21/09/01/53606332-ec0c-478c-add9-78815b5cc658.jpe,253.3,11.7,4.3,15000.0,Normal,Normal,2
Olah-olah,https://img-global.cpcdn.com/recipes/45ba2643fc906c09/680x482cq70/olah-olah-foto-resep-utama.jpg,9.0,7.1,2.1,9000.0,Murah,Normal,0
Oncom,https://asset.kompas.com/crops/TJ76EsKIghwcoD2Dkv7GrHGa_x4=/0x9:1000x675/750x500/data/photo/2020/08/04/5f2959f90ed39.jpg,187.0,22.6,13.0,20000.0,Normal,Normal,2
Onde-onde ,https://www.masakapahariini.com/wp-content/uploads/2020/10/resep-onde-onde.jpg,288.6,44.3,8.3,16000.0,Normal,Normal,2
Ongol-ongol ,https://blog.tokowahab.com/wp-content/uploads/2020/01/Resep-Ongol-Ongol.jpg,115.0,14.0,1.5,12000.0,Normal,Normal,2
Papais ,https://cdn-brilio-net.akamaized.net/news/2022/02/15/222989/1667876-1000xauto-resep-papais-pisang.jpg,133.8,27.0,3.0,17000.0,Normal,Normal,2
Papeda,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg/1200px-Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_2.jpg,61.0,14.9,0.2,10000.0,Normal,Normal,0
"Parede baleh masakan,""https://cdn.yummy.co.id/content-images/images/20200815/2YZZLlB1Zbu1u15lVU5vD8BzPnocXd9x-31353937343730313934d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"",87,5.5,10.5,8000,Murah,Normal",,,,,,,,0
Paria Putih kukus,https://img-global.cpcdn.com/recipes/a97ee086d880b66f/680x482cq70/chao-gu-kua-pare-putih-isi-telur-tofu-kukus-foto-resep-utama.jpg,16.0,3.4,0.8,9000.0,Murah,Keto,0
Pastel,https://img-global.cpcdn.com/recipes/66d15fa15c092e35/1200x630cq70/photo.jpg,307.0,42.4,4.5,27000.0,Mahal,Normal,2
Pe-Cay,https://img-global.cpcdn.com/recipes/b41cd819ef249758/680x482cq70/sayur-pecay-sawi-putih-cah-tahu-foto-resep-utama.jpg,23.0,4.5,1.8,7000.0,Murah,Keto,0
Pempek adaan,https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg,162.0,27.8,4.9,14000.0,Normal,Normal,2
Pempek belida,https://storage.hpaindonesia.net:8215/assets/71fe72e0c41bc168b875616e063f59fe/a5ef8b002a65c712f64b2d7df37c80c5.jpg,156.0,31.6,4.2,13000.0,Normal,Normal,2
Pempek kapal selam,https://blog.duniamasak.com/wp-content/uploads/image2-1024x1024.jpeg,152.0,28.2,4.5,12000.0,Normal,Normal,2
Pempek kelesan,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/halloseleb/2020/11/Pempek-1.png,211.0,26.6,12.3,18000.0,Normal,Normal,2
Pempek kulit,https://img.kurio.network/qccsgXHXu9eyYhL6WTN-KoaY8xE=/1200x1200/filters:quality(80)/https://kurio-img.kurioapps.com/20/06/05/40ff5973-31a7-407f-be12-b3d3af335023.jpg,243.0,39.1,5.2,12000.0,Normal,Normal,2
Pempek tenggiri,https://s0.bukalapak.com/uploads/content_attachment/fd3107d582c4f80e5448ada5/original/foto_utama_pempek_2.jpg,173.0,33.4,7.2,20000.0,Normal,Normal,2
Pencok lele masakan,https://img-global.cpcdn.com/recipes/385569312441e99f/680x482cq70/pencok-lele-foto-resep-utama.jpg,372.0,3.5,7.8,39000.0,Premium,Keto,1
Pepare ular segar,https://m.andrafarm.com/_andra_farm/gambar_kelompok/a078.jpg,19.0,3.9,0.6,7000.0,Murah,Keto,0
Pepaya lodeh,https://img-global.cpcdn.com/recipes/5355bb65be878c54/680x482cq70/lodeh-pepaya-muda-foto-resep-utama.jpg,275.0,30.2,11.6,14000.0,Normal,Normal,2
Petis Ikan,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/24/d361f072-450d-4d28-9195-2f6ffd192b85.jpg,161.0,24.0,20.0,11000.0,Normal,Normal,2
Petis Udang,https://img-global.cpcdn.com/recipes/9495ed8f8ea95711/680x482cq70/petis-udang-foto-resep-utama.jpg,220.0,40.0,15.0,12000.0,Normal,Normal,2
Pilus ,https://asset.kompas.com/crops/S7g9b7Wq4I4Ut3RoExzI7yd2mL4=/0x0:1000x667/750x500/data/photo/2021/12/10/61b2aa4cbd1f3.jpg,514.0,647.0,1.0,27000.0,Mahal,Normal,3
Pindang Ikan Banjar,https://img-global.cpcdn.com/recipes/14d53b21dadc8a0a/680x482cq70/pindang-patin-urang-banjar-ala-ulun-foto-resep-utama.jpg,157.0,0.0,28.0,10000.0,Normal,Keto,2
Pindang Ikan Benggol,https://img-global.cpcdn.com/recipes/c8d60c4a0a1eeb05/680x482cq70/pindang-benggol-bumbu-kecap-mantuuul-foto-resep-utama.jpg,170.0,0.0,31.0,20000.0,Normal,Keto,2
Pindang Ikan Layang,https://img-global.cpcdn.com/recipes/d32672cdc5392959/400x400cq70/photo.jpg,153.0,0.0,30.0,12000.0,Normal,Keto,2
Pindang Ikan Selar Kecil,https://img-global.cpcdn.com/recipes/e291e5bf58d67808/680x482cq70/pindang-ikan-selar-foto-resep-utama.jpg,142.0,0.0,27.0,12000.0,Normal,Keto,2
Pindang kenari masakan,https://lestariweb.com/ResepImages/PindangIkanKenari.jpg,124.0,0.0,9.5,19000.0,Normal,Keto,2
Pisang Goreng ,https://awsimages.detik.net.id/community/media/visual/2022/06/28/resep-pisang-goreng-keriting_43.jpeg?w=1200,220.0,6.3,2.3,20000.0,Normal,Normal,2
Pulut,https://assets.tmecosys.com/image/upload/t_web767x639/img/recipe/ras/Assets/B407551B-198D-472D-B9D8-4F11D6C1AE25/Derivates/91E2E036-AF80-4A24-91FF-EE9631211E26.jpg,216.0,44.4,2.6,18000.0,Normal,Normal,2
Putu Mayang ,https://awsimages.detik.net.id/community/media/visual/2022/05/12/resep-putu-mayang-betawi_43.jpeg?w=1200,200.0,43.8,1.0,11000.0,Normal,Normal,2
Rambutan,https://www.homegrown.in/upload/product/big1193470275.jpg,69.0,18.1,0.9,9000.0,Murah,Normal,0
Rasbi (Beras Ubi),https://warisanbudaya.kemdikbud.go.id/dashboard/media/photos/1613027332-tetap-5.jpg,394.0,76.6,2.2,40000.0,Premium,Normal,1
Rawon masakan,https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg,60.0,4.0,5.4,5000.0,Murah,Keto,0
Rebon kering,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/8/13/d25ccc26-81c6-414e-9210-b7b5a5903789.jpg,299.0,3.2,29.4,20000.0,Normal,Keto,1
Rebon udang kecil segar,https://agrozine.id/wp-content/uploads/2022/07/Udang-Rebon.jpg,81.0,0.7,16.2,10000.0,Normal,Keto,2
Rebung,https://cdn1-production-images-kly.akamaized.net/VdkaPQZ7BOhsrzOWdXKVwhjeaYY=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1740001/original/057180700_1508071681-Sederet-Manfaat-Rebung-untuk-Kesehatan.jpg,27.0,5.2,0.6,9000.0,Murah,Normal,0
Rendang sapi masakan,https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg,193.0,7.8,22.6,13000.0,Normal,Normal,2
Risoles ,https://rasabunda.com/wp-content/uploads/2021/08/Risoles-Ragout.jpg,335.0,70.5,5.3,27000.0,Mahal,Normal,1
Roti Gambang ,https://cdn0-production-images-kly.akamaized.net/TR6XRCpau_4ik-E3GDzTng6DDnU=/0x300:4496x2834/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3573373/original/099205200_1631765412-shutterstock_1786072643.jpg,350.0,75.5,7.5,29000.0,Mahal,Normal,1
Roti Putih,https://www.yesdok.com/visual/slideshow/slices-bread-white-background-article-1625550183.jpg?w=1200,248.0,50.0,8.0,13000.0,Normal,Normal,2
Rujak cingur,https://lingkar.news/wp-content/uploads/2023/03/Resep-Rujak-Cingur-Makanan-Tradisional-Khas-Surabaya.jpg,153.0,8.0,11.3,18000.0,Normal,Normal,2
Rumput laut,https://cdn.infobrand.id/images/img/posts/2019/07/11/pemerintah-sebut-rumput-laut-potensial-jadi-lumbung-rupiah.jpg,41.0,8.1,1.4,7000.0,Murah,Normal,0
Sapi abon,https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg,212.0,59.3,18.0,20000.0,Normal,Normal,2
Sate Kulit ,https://img.qraved.co/v2/image/data/over-1530587392136-x.png,110.0,11.5,15.5,11000.0,Normal,Normal,2
Sate Usus ,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2022/03/17/92418359.jpeg,126.7,1.3,14.0,16000.0,Normal,Keto,2
Sawi,https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/02/sawi-hijau.jpg?fit=700%2C465&ssl=1,22.0,4.0,2.3,9000.0,Murah,Keto,0
Sawi putih / pecai segar,https://res.cloudinary.com/dk0z4ums3/image/upload/v1562321062/attached_image/simak-manfaat-sawi-putih-dan-cara-mengolahnya.jpg,9.0,1.7,1.0,9000.0,Murah,Keto,0
Sawi taiwan segar,https://bosmayur.com/wp-content/uploads/2020/10/SAWI-HIJAU-TAIWAN.jpg,30.0,4.4,1.9,9000.0,Murah,Keto,0
Sawo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2022/02/18/manfaat-makan-buah-sawojpg-20220218054230.jpg,92.0,22.4,0.5,8000.0,Murah,Normal,0
Sayur asem,https://kbu-cdn.com/dk/wp-content/uploads/sayur-asem-betawi.jpg,29.0,5.0,0.7,9000.0,Murah,Vegetarian,0
Sayur bunga pepaya,https://img.okezone.com/content/2016/08/11/298/1461224/resep-tumis-bunga-pepaya-anti-pahit-FVC55ioetB.jpg,49.0,9.8,1.7,10000.0,Normal,Vegetarian,0
Sayur sop,https://www.astronauts.id/blog/wp-content/uploads/2022/07/Resep-Sayur-Sop-Bening-Enak-dan-Gurih-Cocok-Saat-Tubuh-Kurang-Fit-1024x683.jpg,27.0,1.0,1.3,9000.0,Murah,Keto,0
Sayur umbut kelapa,https://cdn0-production-images-kly.akamaized.net/H6v-Vuj_s2NuBQ1JVdAtUOraaOI=/0x0:998x562/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3603077/original/021559400_1634270571-shutterstock_2045298773.jpg,67.0,5.1,5.2,6000.0,Murah,Vegetarian,0
Selada,https://www.batamfresh.com/wp-content/uploads/2015/12/Selada-Keriting.jpg,15.0,2.9,1.2,5000.0,Murah,Keto,0
"Selada Air rebus,""https://cdn.yummy.co.id/content-images/images/20210709/49DvTl27doQU4KTcGvMeptYfrUCVyrTW-31363235383338343334d41d8cd98f00b204e9800998ecf8427e.jpg?x-oss-process=image/format,webp"",19,2.9,2.7,6000,Murah,Keto",,,,,,,,0
Semangka,https://cdn.timesmedia.co.id/images/2018/10/03/Semangka-Merah.jpg,28.0,6.9,0.5,9000.0,Murah,Normal,0
Semur Jengkol ,https://assets.pikiran-rakyat.com/crop/0x135:1080x1215/x/photo/2020/11/25/1187166638.jpg,192.5,30.3,4.5,11000.0,Normal,Normal,2
